2020-09-18 23:16:03,901 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@cb644e: startup date [Fri Sep 18 23:16:03 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-18 23:16:04,559 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:04,778 | INFO  | PListStore:[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-09-18 23:16:04,912 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-55324-1600442164787-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:04,929 | INFO  | Listening for connections at: tcp://osworddeMBP:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:04,931 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:04,935 | INFO  | Listening for connections at: amqp://osworddeMBP:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:04,936 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:04,939 | INFO  | Listening for connections at: stomp://osworddeMBP:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:04,941 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:04,944 | INFO  | Listening for connections at: mqtt://osworddeMBP:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:04,945 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:05,273 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@48d61b48{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-09-18 23:16:05,323 | INFO  | Listening for connections at ws://osworddeMBP:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-09-18 23:16:05,324 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:05,325 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-55324-1600442164787-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:05,326 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:05,659 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-09-18 23:16:05,816 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-09-18 23:16:05,817 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-09-18 23:16:05,861 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-09-18 23:16:05,991 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-09-18 23:16:06,049 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-09-18 23:16:22,093 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@cb644e: startup date [Fri Sep 18 23:16:22 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-18 23:16:22,614 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:22,645 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-09-18 23:16:22,655 | INFO  | Recovering from the journal @1:503 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-09-18 23:16:22,656 | INFO  | Recovery replayed 3 operations from the journal in 0.008 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-09-18 23:16:22,661 | INFO  | PListStore:[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-09-18 23:16:22,794 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-55448-1600442182668-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:22,808 | INFO  | Listening for connections at: tcp://osworddeMBP:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:22,809 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:22,812 | INFO  | Listening for connections at: amqp://osworddeMBP:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:22,813 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:22,816 | INFO  | Listening for connections at: stomp://osworddeMBP:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:22,817 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:22,820 | INFO  | Listening for connections at: mqtt://osworddeMBP:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-18 23:16:22,821 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:22,919 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4e423aa2{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-09-18 23:16:22,950 | INFO  | Listening for connections at ws://osworddeMBP:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-09-18 23:16:22,951 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-09-18 23:16:22,952 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-55448-1600442182668-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:22,953 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:16:23,294 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-09-18 23:16:23,369 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-09-18 23:16:23,369 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-09-18 23:16:23,403 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-09-18 23:16:23,506 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-09-18 23:16:23,563 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-09-18 23:24:54,168 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Fri Sep 18 23:24:54 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-18 23:24:54,771 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:24:54,780 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-18 23:29:50,398 | WARN  | Illegal character 0x0 in state=METHOD for buffer HeapByteBuffer@607438ef[p=5,l=7,c=16384,r=2]={JRMI\x00<<<\x02K>>>ages/black-footer...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1830745997-56
2020-09-18 23:29:50,401 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@ab1403a{r=0,c=false,a=IDLE,uri=} | org.eclipse.jetty.http.HttpParser | qtp1830745997-56
2020-09-18 23:43:12,429 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Fri Sep 18 23:43:12 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-18 23:43:13,023 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-18 23:43:13,034 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-19 00:53:05,985 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Sat Sep 19 00:53:05 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-19 00:53:06,538 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-19 00:53:06,548 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-19 00:56:11,168 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Sat Sep 19 00:56:11 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-19 00:56:11,774 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-19 00:56:11,788 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-19 01:02:24,058 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Sat Sep 19 01:02:24 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-19 01:02:24,697 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-19 01:02:24,710 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-20 21:13:16,397 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Sun Sep 20 21:13:16 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-20 21:13:17,124 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-20 21:13:17,144 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-20 21:50:40,409 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4cf777e8: startup date [Sun Sep 20 21:50:40 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-20 21:50:40,980 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-20 21:50:40,993 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-20 22:17:09,092 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Sun Sep 20 22:17:09 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-20 22:17:09,666 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-20 22:17:09,676 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-20 22:19:02,736 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Sun Sep 20 22:19:02 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-20 22:19:03,425 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-20 22:19:03,435 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-20 22:20:50,729 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4bec1f0c: startup date [Sun Sep 20 22:20:50 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-20 22:20:51,465 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-20 22:20:51,483 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-20 22:25:18,542 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4cf777e8: startup date [Sun Sep 20 22:25:18 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-20 22:25:19,157 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-20 22:25:19,166 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-20 22:31:57,788 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@5700d6b1: startup date [Sun Sep 20 22:31:57 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-20 22:31:58,406 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-20 22:31:58,416 | INFO  | Database /Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2020-09-21 23:02:53,062 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-55448-1600442182668-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2020-09-21 23:02:53,067 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2020-09-21 23:02:53,068 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2020-09-21 23:02:53,069 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2020-09-21 23:02:53,070 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2020-09-21 23:02:53,082 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2020-09-21 23:02:53,088 | INFO  | PListStore:[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/localhost/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2020-09-21 23:02:53,089 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2020-09-21 23:02:53,089 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2020-09-21 23:02:53,091 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2020-09-21 23:02:53,106 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-55448-1600442182668-0:1) uptime 2 days 23 hours | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2020-09-21 23:02:53,106 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-55448-1600442182668-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2020-09-21 23:02:53,107 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@cb644e: startup date [Fri Sep 18 23:16:22 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2020-09-21 23:02:53,120 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2020-09-21 23:47:26,270 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7085bdee: startup date [Mon Sep 21 23:47:26 CST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-09-21 23:47:26,916 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-09-21 23:47:27,008 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-09-21 23:47:27,022 | INFO  | Recovering from the journal @1:1335 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-09-21 23:47:27,136 | INFO  | Recovery replayed 9153 operations from the journal in 0.124 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-09-21 23:47:27,143 | INFO  | PListStore:[/Users/osword/Desktop/active/apache-activemq-5.15.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-09-21 23:47:27,285 | INFO  | Apache ActiveMQ 5.15.0 (localhost, ID:osworddeMBP-57109-1600703247151-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-09-21 23:47:27,343 | INFO  | Listening for connections at: tcp://osworddeMBP:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-21 23:47:27,345 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-09-21 23:47:27,352 | INFO  | Listening for connections at: amqp://osworddeMBP:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-21 23:47:27,355 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-09-21 23:47:27,360 | INFO  | Listening for connections at: stomp://osworddeMBP:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-21 23:47:27,362 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-09-21 23:47:27,366 | INFO  | Listening for connections at: mqtt://osworddeMBP:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-09-21 23:47:27,368 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-09-21 23:47:27,507 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@9573584{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
